year;month;IIiii;G1;Po;G1;P;G1;sn;T;st;G1;sn;Tx;sn;Tn;G1;e;G1;R1;Rd;nr;G1;S1;ps;G1;mp;mT;mTx;mTn;G1;me;mR;mS;G2;Yb;Yc;G2;Po;G2;P;G2;sn;T;st;G2;sn;Tx;sn;Tn;G2;e;G2;R1;nr;G2;S1;G2;YP;YT;YTx;G2;Ye;YR;YS;G3;T25;T30;G3;T35;T40;G3;Tn0;Tx0;G3;R01;R05;G3;R10;R50;G3;R100;R150;G3;s00;s01;G3;s10;s50;G3;f10;f20;f30;G3;V1;V2;V3;G4;sn;Txd;yx;G4;sn;Tnd;yn;G4;sn;Tax;yax;G4;sn;Tan;yan;G4;Rx;yr;G4;iw;fx;yfx;G4;Dts;Dgr;G4;iy;Gx;Gn
2020;04;01001;1;10120;2;10132;3;1;016;037;4;0;008;1;037;5;046;6;0041;3;09;;;;8;00;00;0;0;9;00;00;30;0;61;90;1;10126;2;10111;3;1;039;040;4;1;014;1;060;5;041;6;0039;09;;;8;00;00;00;9;00;00;//;0;00;00;1;00;00;2;25;12;3;09;02;4;01;00;5;00;00;;;;;;;8;20;01;00;9;01;01;15;0;0;036;19;1;1;121;04;2;0;084;18;3;1;132;04;4;0185;13;5;1;281;14;6;00;00;7;2;18;18
2020;04;01007;1;10084;2;10094;3;1;090;076;4;1;056;1;125;5;025;6;0037;5;08;;;;8;00;00;0;0;9;00;00;30;0;61;90;1;10128;2;10117;3;1;111;060;4;1;071;1;144;5;024;6;0027;07;;;8;14;14;14;9;14;14;;0;00;00;1;00;00;2;29;21;3;08;03;4;00;00;5;00;00;6;30;30;7;30;00;8;11;01;00;9;01;01;02;0;0;021;29;1;1;240;03;2;0;042;19;3;1;260;03;4;0096;19;5;1;277;14;6;00;00;7;2;18;18
2020;04;01008;1;10060;2;10098;3;1;089;076;4;1;054;1;126;5;025;6;0006;2;02;;;;8;00;00;0;0;9;00;00;30;0;61;90;;;;;3;1;122;;;;;;;;;6;0013;04;;;8;15;15;15;9;16;15;;0;00;00;1;00;00;2;28;20;3;02;00;4;00;00;5;00;00;6;22;19;7;03;00;8;08;00;00;9;00;00;02;0;0;023;29;1;1;221;03;2;0;034;19;3;1;240;03;4;0028;30;5;1;249;20;6;00;00;7;2;18;18
2020;04;01025;1;10075;2;10087;3;1;001;029;4;0;022;1;027;5;047;6;0115;5;18;;;;8;00;00;0;0;9;00;00;30;0;61;90;1;10106;2;10094;3;0;007;030;4;0;032;1;021;5;048;6;0062;11;;;8;04;04;04;9;04;04;;0;00;00;1;00;00;2;24;06;3;18;10;4;03;00;5;00;00;6;30;30;7;30;30;8;06;00;00;;;;;0;0;044;20;1;1;068;02;2;0;065;08;3;1;129;03;4;0185;05;5;1;208;08;;;;7;2;18;18
2020;04;01026;1;09944;2;10086;3;0;000;028;4;0;030;1;027;5;046;6;0122;5;23;7;138;086;8;00;00;0;0;9;00;00;00;0;61;90;1;10107;2;09964;3;0;003;030;4;0;027;1;023;5;047;6;0065;11;7;160;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;24;04;3;23;10;4;03;00;5;00;00;6;30;30;7;30;30;8;03;00;00;9;00;00;05;0;0;046;20;1;1;057;52;2;0;074;20;3;1;112;03;4;0186;05;5;1;236;08;6;00;01;7;2;18;18
2020;04;01028;1;10068;2;10088;3;1;052;046;4;1;029;1;079;5;035;6;0019;3;05;;;;8;00;00;0;0;9;00;00;30;0;61;90;1;10115;2;10096;3;1;054;049;4;1;029;1;080;5;039;6;0021;06;7;105;8;00;00;00;9;00;00;04;0;00;00;1;00;00;2;30;19;3;05;02;4;00;00;5;00;00;;;;;;;8;18;00;00;9;00;00;04;0;0;012;19;1;1;148;03;2;0;023;19;3;1;155;03;4;0064;07;5;1;230;25;6;00;01;7;2;18;18
2020;04;01065;1;09906;2;10070;3;1;020;041;4;0;018;1;068;5;039;6;0036;6;11;7;168;;8;00;00;0;0;9;00;00;00;0;61;90;;;;;3;1;031;;;;;;;;;;;;;;8;;;;9;;;;0;00;00;1;00;00;2;28;08;3;11;01;4;00;00;5;00;00;6;30;30;7;30;30;8;00;00;00;9;00;00;00;0;0;037;20;1;1;109;02;2;0;062;19;3;1;220;05;4;0072;24;5;1;168;25;6;00;00;7;2;18;18
2020;04;01098;1;10021;2;10039;3;1;002;021;4;0;017;1;023;5;050;6;0112;6;24;;;;8;00;00;0;0;9;00;00;30;0;61;90;1;10108;2;10090;3;1;011;029;4;0;008;1;030;5;049;6;0033;09;;;8;00;00;00;9;00;00;;0;00;00;1;00;00;2;23;06;3;24;06;4;02;00;5;00;00;;;;;;;8;17;00;00;;;;;0;0;031;20;1;1;039;03;2;0;042;20;3;1;069;03;4;0208;24;5;1;276;25;;;;7;2;18;18
2020;04;01114;1;10094;2;10105;3;0;027;021;4;0;055;0;001;5;058;6;0116;4;22;;;;8;00;00;0;0;9;00;00;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;00;00;1;00;00;2;11;00;3;22;10;4;02;00;5;00;00;6;14;10;7;00;00;8;04;01;00;9;00;00;01;0;0;061;07;1;1;023;04;2;0;130;06;3;1;057;05;4;0116;12;5;1;345;13;6;01;01;7;2;18;18
2020;04;01152;1;10086;2;10102;3;0;028;020;4;0;051;0;006;5;056;6;0074;5;15;;;;8;00;00;0;0;9;00;00;30;0;61;90;1;10110;2;10094;3;0;025;029;4;0;050;0;000;5;055;6;0052;11;7;159;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;10;01;3;15;05;4;01;00;5;00;00;;;;;;;8;08;00;00;9;00;00;05;0;0;056;07;1;1;020;04;2;0;080;77;3;1;054;03;4;0139;15;5;1;257;13;6;00;07;7;2;18;18
