year;month;IIiii;G1;Po;G1;P;G1;sn;T;st;G1;sn;Tx;sn;Tn;G1;e;G1;R1;Rd;nr;G1;S1;ps;G1;mp;mT;mTx;mTn;G1;me;mR;mS;G2;Yb;Yc;G2;Po;G2;P;G2;sn;T;st;G2;sn;Tx;sn;Tn;G2;e;G2;R1;nr;G2;S1;G2;YP;YT;YTx;G2;Ye;YR;YS;G3;T25;T30;G3;T35;T40;G3;Tn0;Tx0;G3;R01;R05;G3;R10;R50;G3;R100;R150;G3;s00;s01;G3;s10;s50;G3;f10;f20;f30;G3;V1;V2;V3;G4;sn;Txd;yx;G4;sn;Tnd;yn;G4;sn;Tax;yax;G4;sn;Tan;yan;G4;Rx;yr;G4;iw;fx;yfx;G4;Dts;Dgr;G4;iy;Gx;Gn
2021;01;01001;1;10107;2;10119;3;1;017;021;4;0;000;1;038;5;045;6;0052;3;12;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10048;2;10034;3;1;057;057;4;1;030;1;084;5;037;6;0056;12;;;8;00;00;00;9;00;00;//;0;00;00;1;00;00;2;28;16;3;12;03;4;01;00;5;00;00;;;;;;;8;22;03;00;9;01;01;11;0;0;019;04;1;1;074;07;2;0;044;03;3;1;098;08;4;0124;29;5;1;382;27;6;00;01;7;2;18;18
2021;01;01007;1;10165;2;10175;3;1;079;053;4;1;053;1;108;5;026;6;0061;5;08;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10062;2;10051;3;1;139;074;4;1;103;1;179;5;019;6;0029;06;;;8;14;14;14;9;14;14;;0;00;00;1;00;00;2;30;25;3;08;04;4;02;00;5;00;00;6;31;31;7;28;00;8;13;00;00;9;00;00;03;0;0;014;02;1;1;176;30;2;0;040;02;3;1;219;31;4;0189;03;5;1;266;08;6;00;00;7;2;18;18
2021;01;01008;1;10145;2;10182;3;1;079;058;4;1;052;1;105;5;026;6;0023;5;05;;;;8;00;00;0;0;9;00;00;31;0;61;90;;;;;3;1;153;;;;;;;;;6;0014;04;;;8;15;15;15;9;15;15;;0;00;00;1;00;00;2;31;25;3;05;01;4;00;00;5;00;00;6;19;19;7;01;00;8;18;00;00;9;00;00;01;0;0;013;03;1;1;200;31;2;0;049;04;3;1;217;31;4;0084;12;5;1;292;05;6;00;01;7;2;18;18
2021;01;01025;1;10101;2;10112;3;1;035;042;4;1;016;1;057;5;037;6;0058;2;10;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10044;2;10033;3;1;038;044;4;1;014;1;068;5;037;6;0080;12;;;8;04;04;04;9;04;04;;0;00;00;1;00;00;2;25;19;3;10;05;4;04;00;5;00;00;6;18;18;7;00;00;8;06;00;00;;;;;0;0;040;54;1;1;097;26;2;0;050;06;3;1;123;30;4;0120;52;5;1;167;22;;;;7;2;18;18
2021;01;01026;1;09967;2;10112;3;1;036;040;4;1;019;1;053;5;037;6;0047;2;10;7;003;100;8;00;00;0;0;9;00;00;00;0;61;90;1;10047;2;09903;3;1;044;043;4;1;022;1;065;5;037;6;0093;14;7;003;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;25;20;3;10;03;4;01;00;5;00;00;6;18;18;7;00;00;8;00;00;00;9;00;00;00;0;0;040;06;1;1;090;29;2;0;050;06;3;1;115;30;4;0122;15;5;1;155;10;6;00;00;7;2;18;18
2021;01;01028;1;10130;2;10150;3;1;023;026;4;1;009;1;040;5;043;6;0020;2;06;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10050;2;10031;3;1;081;069;4;1;050;1;114;5;033;6;0029;09;7;000;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;29;16;3;06;00;4;00;00;5;00;00;;;;;;;8;22;00;00;9;00;00;09;0;0;026;04;1;1;074;29;2;0;034;04;3;1;089;29;4;0048;05;5;1;241;05;6;00;03;7;2;18;18
2021;01;01065;1;09988;2;10161;3;1;136;055;4;1;093;1;184;5;020;6;0029;5;12;7;000;;8;00;00;0;0;9;00;00;00;0;61;90;;;;;3;1;171;;;;;;;;;;;;;;8;;;;9;;;;0;00;00;1;00;00;2;31;29;3;12;00;4;00;00;5;00;00;6;20;20;7;20;00;8;00;00;00;9;00;00;02;0;1;028;16;1;1;278;13;2;0;014;16;3;1;329;13;4;0041;30;5;1;127;10;6;01;00;7;2;18;18
2021;01;01098;1;10130;2;10149;3;1;038;033;4;1;019;1;058;5;037;6;0137;5;20;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10047;2;10029;3;1;051;038;4;1;027;1;077;5;038;6;0054;14;;;8;00;00;00;9;00;00;;0;00;00;1;00;00;2;30;20;3;20;11;4;06;00;5;00;00;;;;;;;8;12;00;00;;;;;0;0;017;66;1;1;135;13;2;0;029;16;3;1;150;13;4;0157;23;5;1;244;13;;;;7;2;18;18
2021;01;01114;1;10073;2;10084;3;1;035;035;4;1;004;1;070;5;039;6;0014;0;02;;;;8;00;00;0;0;9;00;00;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;00;00;1;00;00;2;29;16;3;02;01;4;00;00;5;00;00;6;13;02;7;00;00;8;03;00;00;9;00;00;00;0;0;035;04;1;1;095;31;2;0;055;06;3;1;123;31;4;0081;03;5;1;202;22;6;00;00;7;2;18;18
2021;01;01152;1;10076;2;10093;3;1;027;030;4;1;007;1;044;5;036;6;0021;1;05;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10054;2;10038;3;1;022;045;4;0;001;1;046;5;042;6;0086;14;7;009;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;28;18;3;05;02;4;00;00;5;00;00;;;;;;;8;14;01;00;9;00;00;00;0;0;030;04;1;1;073;79;2;0;043;04;3;1;086;74;4;0066;05;5;1;276;22;6;00;01;7;2;18;18
