year;month;IIiii;G1;Po;G1;P;G1;sn;T;st;G1;sn;Tx;sn;Tn;G1;e;G1;R1;Rd;nr;G1;S1;ps;G1;mp;mT;mTx;mTn;G1;me;mR;mS;G2;Yb;Yc;G2;Po;G2;P;G2;sn;T;st;G2;sn;Tx;sn;Tn;G2;e;G2;R1;nr;G2;S1;G2;YP;YT;YTx;G2;Ye;YR;YS;G3;T25;T30;G3;T35;T40;G3;Tn0;Tx0;G3;R01;R05;G3;R10;R50;G3;R100;R150;G3;s00;s01;G3;s10;s50;G3;f10;f20;f30;G3;V1;V2;V3;G4;sn;Txd;yx;G4;sn;Tnd;yn;G4;sn;Tax;yax;G4;sn;Tan;yan;G4;Rx;yr;G4;iw;fx;yfx;G4;Dts;Dgr;G4;iy;Gx;Gn
2018;12;01001;1;10042;2;10054;3;1;016;034;4;1;002;1;031;5;048;6;0101;5;16;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10034;2;10021;3;1;052;053;4;1;027;1;077;5;037;6;0066;13;;;8;00;00;00;9;00;00;//;0;00;00;1;00;00;2;21;16;3;16;07;4;03;00;5;00;00;;;;;;;8;18;05;00;9;00;00;09;0;0;035;18;1;1;067;30;2;0;043;18;3;1;094;25;4;0200;11;5;1;338;04;6;00;02;7;2;18;18
2018;12;01007;1;10010;2;10020;3;1;070;063;4;1;039;1;099;5;030;6;0102;6;15;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10048;2;10037;3;1;125;071;4;1;090;1;157;5;021;6;0026;06;;;8;13;13;13;9;13;13;;0;00;00;1;00;00;2;31;20;3;15;07;4;02;00;5;00;00;6;31;31;7;22;00;8;13;00;00;9;01;01;01;0;0;015;04;1;1;190;27;2;0;030;05;3;1;216;27;4;0357;18;5;1;191;11;6;00;00;7;2;18;18
2018;12;01008;1;09981;2;10017;3;1;058;064;4;1;030;1;085;5;033;6;0041;6;10;;;;8;00;00;0;0;9;00;00;31;0;61;90;;;;;3;1;134;;;;;;;;;6;0011;03;;;8;14;14;14;9;14;14;;0;00;00;1;00;00;2;27;16;3;10;03;4;00;00;5;00;00;6;31;31;7;24;00;8;15;00;00;9;00;00;01;0;0;024;19;1;1;181;27;2;0;038;19;3;1;208;28;4;0085;19;5;1;260;13;6;00;00;7;2;18;18
2018;12;01025;1;10058;2;10070;3;1;004;030;4;0;015;1;027;5;048;6;0095;3;13;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10014;2;10003;3;1;027;043;4;1;002;1;054;5;041;6;0103;15;;;8;03;03;03;9;03;03;;0;00;00;1;00;00;2;22;07;3;13;08;4;03;00;5;00;00;6;28;24;7;15;00;8;08;00;00;;;;;0;0;043;14;1;1;061;18;2;0;055;02;3;1;101;09;4;0165;25;5;1;183;13;;;;7;2;18;18
2018;12;01026;1;09928;2;10071;3;1;006;029;4;0;011;1;026;5;047;6;0091;3;13;7;000;510;8;00;00;0;0;9;00;00;00;0;61;90;1;10019;2;09876;3;1;033;041;4;1;013;1;054;5;040;6;0106;15;7;000;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;24;11;3;13;07;4;03;00;5;00;00;6;31;31;7;31;00;8;00;00;00;9;00;00;03;0;0;040;01;1;1;057;08;2;0;056;02;3;1;088;09;4;0151;06;5;1;163;03;6;00;02;7;2;18;18
2018;12;01028;1;10003;2;10023;3;1;011;035;4;0;006;1;028;5;049;6;0033;4;16;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10022;2;10003;3;1;071;063;4;1;043;1;099;5;035;6;0030;09;7;000;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;20;10;3;16;00;4;00;00;5;00;00;;;;;;;8;17;00;00;9;00;00;05;0;0;040;15;1;1;078;28;2;0;045;15;3;1;109;30;4;0040;16;5;1;222;11;6;00;02;7;2;18;18
2018;12;01065;1;09932;2;10103;3;1;127;080;4;1;077;1;177;5;025;6;0034;6;10;7;000;;8;00;00;0;0;9;00;00;00;0;61;90;;;;;3;1;153;;;;;;;;;;;;;;;;;;;;;;0;00;00;1;00;00;2;30;26;3;10;02;4;01;00;5;00;00;6;30;30;7;30;00;8;00;00;00;9;00;00;04;0;0;029;01;1;1;285;16;2;0;038;01;3;1;311;16;4;0104;05;5;1;152;29;6;00;00;7;2;18;18
2018;12;01098;1;10049;2;10067;3;1;019;033;4;0;006;1;043;5;046;6;0060;4;11;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10017;2;09999;3;1;037;035;4;1;014;1;061;5;041;6;0054;14;;;8;00;00;00;9;00;00;;0;00;00;1;00;00;2;26;11;3;11;04;4;02;00;5;00;00;;;;;;;8;23;00;00;9;00;00;00;0;0;039;14;1;1;091;23;2;0;058;14;3;1;110;23;4;0122;29;5;1;256;30;6;00;00;7;2;18;18
2018;12;01114;1;10068;2;10079;3;0;002;040;4;0;032;1;031;5;051;6;0144;3;13;;;;8;00;00;0;0;9;00;00;31;0;61;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;00;00;1;00;00;2;19;06;3;13;09;4;06;00;5;00;00;6;16;08;7;00;00;8;12;00;00;9;00;00;00;0;0;076;01;1;1;071;17;2;0;091;01;3;1;099;08;4;0338;31;5;1;261;25;6;01;02;7;2;18;18
2018;12;01152;1;10064;2;10080;3;0;013;029;4;0;033;1;007;5;052;6;0108;3;11;;;;8;00;00;0;0;9;00;00;31;0;61;90;1;10027;2;10011;3;1;012;046;4;0;012;1;035;5;045;6;0100;16;7;000;8;00;00;00;9;00;00;00;0;00;00;1;00;00;2;18;02;3;11;06;4;05;00;5;00;00;;;;;;;8;09;00;00;9;00;00;00;0;0;078;01;1;1;043;22;2;0;090;01;3;1;058;22;4;0414;31;5;1;221;29;6;00;04;7;2;18;18
